round,accuracy,fl
2,0.195874304,200.1848597
3,0.338583291,206.7883309
4,0.531153977,208.7157986
5,0.640980303,205.4704253
6,0.706822395,205.5112169
7,0.747310996,203.2262761
8,0.773663163,204.1773102
9,0.789028883,204.2050664
10,0.800169051,202.5048468
11,0.80769819,204.5332834
,0.633128455,204.5317414
