round,accuracy,fl
2,0.212300003,141.55813
3,0.381599993,142.0202824
4,0.415499985,141.1873104
5,0.430000007,143.1343107
6,0.443199992,143.1683891
7,0.454899997,144.174532
8,0.468300015,142.690954
9,0.476099998,141.9519672
10,0.483900011,143.0213146
11,0.493699998,143.3581532
,0.42595,142.6265344
