round,accuracy,fl
2,0.206799999,120.2718663
3,0.273200005,119.9483843
4,0.350400001,122.1769161
5,0.383599997,120.729047
6,0.400599986,122.1267049
7,0.412299991,120.5769996
8,0.420100003,119.9023539
9,0.425000012,123.0706774
10,0.433699995,120.9483313
11,0.439700007,122.3313451
,0.37454,121.2082626
