round,accuracy,fl
2,0.853200018,110.6431383
3,0.916199982,110.2593234
4,0.937099993,109.4292215
5,0.948899984,109.766674
6,0.955900013,109.267988
7,0.960399985,109.2633325
8,0.963500023,110.0538004
9,0.966199994,108.5411266
10,0.969200015,108.6364581
11,0.970499992,110.6001803
,0.94411,109.6461243
