round,accuracy,fl
2,0.898100019,133.5066569
3,0.947600007,133.0784554
4,0.959599972,133.2218751
5,0.966099977,133.6764862
6,0.971199989,132.4914768
7,0.973500013,134.1767069
8,0.975399971,140.0528675
9,0.976899981,133.4190269
10,0.978600025,134.8665933
11,0.979600012,133.1228774
,0.962659997,134.1613023
