round,accuracy,fl
2,0.853200018,111.9044726
3,0.916199982,110.5790555
4,0.93779999,110.2884919
5,0.949000001,112.7660158
6,0.95599997,108.7654877
7,0.960799992,109.9642491
8,0.963500023,108.7176339
9,0.966000021,109.2643599
10,0.969500005,109.8661139
11,0.970600009,108.9476878
,0.944260001,110.1063568
