round,accuracy,fl
2,0.705799997,132.6635072
3,0.744599998,132.5734017
4,0.761399984,132.5739141
5,0.772800028,132.7343923
6,0.789600015,134.1694929
7,0.802699983,133.5663764
8,0.81220001,134.7270219
9,0.820800006,134.1871982
10,0.825299978,133.4149803
11,0.83160001,135.3937861
,0.786680001,133.6004071
