round,accuracy,fl
2,0.678799987,109.3038152
3,0.719500005,108.9824047
4,0.733399987,110.2263625
5,0.745100021,108.3452103
6,0.749300003,109.1869899
7,0.753099978,109.0551793
8,0.754599988,110.2180897
9,0.753799975,109.8803682
10,0.751699984,107.9814171
11,0.749599993,109.8380878
,0.738889992,109.3017925
