round,accuracy,fl
2,0.297364771,232.2103831
3,0.620889664,233.3838124
4,0.743085444,230.8363745
5,0.785456359,233.1747022
6,0.803818405,231.2175576
7,0.814190209,230.8998309
8,0.823755383,229.6599834
9,0.830016911,231.599096
10,0.835279644,230.6552179
11,0.839927793,232.2352046
,0.739378458,231.5872163
